Nama Produk,Harga Produk,Nama Toko,Kota Toko,Banyaknya Terjual,Rating,Pendapatan
KERUPUK SEBLAK CK PEDAS 75g | KERIPIK SEBLAK KENCUR | Hamba Snack,7044,Hamba Snack,Bogor,1.0,5.0,7044.0
Seblak Instan Jontor Plus Bumbu Kencur - Seblak Pedas Medok,8100,snackbox88,Bekasi,100.0,5.0,810000.0
"Siomay Mini Kering 500gr Asli Bandung - Topping Cuanki, Seblak, Baso",12900,Cuanki_Bandung,Kab. Bandung,100.0,4.8,1290000.0
SAMIRAOS - Mie Seblak kuah Geprek instant samiraos,15900,sinergi snack,Depok,3.0,5.0,47700.0
kerupuk seblak pedas 1/2 kg / kerupuk seblak ½,20482,Adila_Putri_Snack,Kab.Ciamis,100.0,4.8,2048200.0
basranger seblak extra pedas instan praktis murah halal cemilan,21000,TOSERDA,Bandung,27.0,4.9,567000.0
"SNACK CAMILAN KILOAN MAKARONI, BASRENG, SEBLAK KRUPUK 1 KG",49000,nadiadistro,Kab. Gresik,6.0,5.0,294000.0
SEBLAK KICIMPRING MANG MUSS,10999,Seblak Mang Muss,Tasikmalaya,750.0,4.8,8249250.0
Peyek Bu Nanik / Kerupuk Peyek khas Madiun,24500,Pisang Goreng Madu Bu Nanik,Jakarta Barat,1000.0,4.7,24500000.0
Baso Aci Bapper Tulang Rangu Original Asli Bandung 220gr 10 Pcs,290000,Foodstocks,Jakarta Selatan,7.0,,2030000.0
Peyek Bayam Tridara Snack,16500,Pisang Goreng Madu Bu Nanik,Jakarta Barat,750.0,4.7,12375000.0
Cilokba Cilok Bapper Rasa Sambal Daun Jeruk,18270,Foodstocks,Jakarta Selatan,100.0,4.8,1827000.0
Keripik Singkong Keju Sari Roso,26000,Pisang Goreng Madu Bu Nanik,Jakarta Barat,250.0,4.8,6500000.0
Seblak Baraka Sundanese Kemasan,18000,Baraka Sundanese,Kab. Sleman,80.0,5.0,1440000.0
Seblak Instan KSN,10000,Ohayo Bento New,Jakarta Timur,40.0,4.9,400000.0
"Kerupuk Gelung Mentah 200gr Bahan Seblak, Krupuk, Cemilan, Dll.",5000,Cuanki_Bandung,Kab. Bandung,100.0,4.9,500000.0
Maicih Seblak,18000,JingleFest,Tangerang Selatan,4.0,5.0,72000.0
Sukro pilus Cikur Sari rasa 500 g - toping seblak - baso aci,18000,Distributor Cuanki dan Seblak,Kab. Bekasi,100.0,5.0,1800000.0
SEBLAK KERING CIKRUH BUMBU KACANG VARIAN MAKARONI,10599,Simshop_,Cimahi,5.0,5.0,52995.0
SEBLAK KERING CIKRUH BUMBU KACANG  KEMASAN 500GRAM VARIAN CAMPUR,36999,Simshop_,Cimahi,10.0,,369990.0
Cuanki Tahu Panjang isi 25 pcs toping seblak baso aci bakso cuanki,8500,Distributor Cuanki dan Seblak,Kab. Bekasi,100.0,4.9,850000.0
seblak bapper instan,23000,JAJANAN_MAKASSAR,Makassar,27.0,5.0,621000.0
KERUPUK OREN 1KG TOPPING SEBLAK,21000,Pusat Cuankie & Cemilan Frozen,Jakarta Timur,40.0,4.9,840000.0
Peyek Lin's / Peyek Kacang Lins,7500,Pisang Goreng Madu Bu Nanik,Jakarta Barat,5000.0,4.8,37500000.0
Snack Mie Goreng Medan / Kerupuk Mie Goreng Medan,14500,Pisang Goreng Madu Bu Nanik,Jakarta Barat,500.0,4.8,7250000.0
Kerupuk Puli Gendar cap Telor Walet khas Madiun,22000,Pisang Goreng Madu Bu Nanik,Jakarta Barat,1000.0,4.9,22000000.0
Kerupuk Kampung / Kerupuk Kampoeng / Kerupuk Bawang,18000,Pisang Goreng Madu Bu Nanik,Jakarta Barat,750.0,4.9,13500000.0
Keripik Kentang Pedas Tridara Snack,16500,Pisang Goreng Madu Bu Nanik,Jakarta Barat,500.0,4.9,8250000.0
cuanki siomay kering isi 50 toping seblak baso aci,11999,Culametan Food,Kab. Garut,4.0,5.0,47996.0
Muria Snack Seblak Stick Cabe Merah x 10pcs (Bisa Same Day Delivery),55000,Merbabu Food,Tangerang Selatan,10.0,5.0,550000.0
Siomay mini GURILEM EKONOMIS 500gram Toping Baso Aci Seblak by LAHA,13720,lahawelah,Kab. Garut,13.0,5.0,178360.0
cuanki lidah aci 10 pcs murah toping seblak baso aci,3500,CuankiCulametan,Kab. Garut,100.0,5.0,350000.0
"KHUSUS GROSIRAN - TAHU cuanki isi 750pcs Toping Baso Aci, Seblak",194999,gaiagarut,Kab. Garut,16.0,5.0,3119984.0
SiBumbu Seblak 15g,2000,Zada Frozen Food,Surabaya,6.0,5.0,12000.0
Seblak Kering,2100,Makaroni Bantet Ruby Snack,Kab. Tasikmalaya,30.0,5.0,63000.0
siomay mini kriuk toping seblak/baso Aci kemasan 500gr,27000,laatazal-surabaya,Surabaya,40.0,4.8,1080000.0
Seblak Asgar Cilok Jeletot,25000,KulinerIndo,Yogyakarta,11.0,5.0,275000.0
seblak,10500,Via Frozen Food,Jakarta Timur,500.0,4.9,5250000.0
siomay mini GURILEM EKONOMIS 500gram Toping Baso Aci Cuanki Seblak,13719,gaiagarut,Kab. Garut,30.0,5.0,411570.0
seblak stik pedas,3500,cemilanbogorgrosir,Bogor,13.0,4.7,45500.0
kemasan 500 gram kerupuk seblak rafael /jual sebring viral,25000,eatmeaddict1512,Jakarta Selatan,1.0,,25000.0
"BUNDLING 1 BEST SELLER (SEBLAK 1, KEJU AROMA 1, KERIPIK KACA 1)",60000,Sajodo Snack & Food,Tasikmalaya,7.0,5.0,420000.0
Siomay Cuanki Kering Isi 50pcs Toping Seblak dan Baso Aci Garut,16379,gaiagarut,Kab. Garut,100.0,4.8,1637900.0
seblak makaroni pedas daun jeruk 1kg geram,50000,seblak barokah 07,Kab. Bandung,7.0,4.3,350000.0
Seblak Jeletot Level 5,27000,KulinerIndo,Yogyakarta,10.0,5.0,270000.0
[TERMURAH] OTAK-OTAK KERING | TAKRING TOPPING SEBLAK BASO ACI DLL,9000,Arkadewi11,Jakarta Selatan,50.0,,450000.0
Seblak Azzahra Spesial,10500,KK Chiko FrozenFood,Bekasi,40.0,5.0,420000.0
Seblakeun Seblak Instant (130 gram) / Seblakna Urang Bandung,9999,Ashiaaap.id,Cimahi,24.0,5.0,239976.0
seblak super hot isi 24 pcs,12165,Toko JJ Cleon,Palembang,60.0,4.9,729900.0
Seblak Kerupuk Pelangi Bantat Pedas Gurih 250g,15500,N.snack_,Bandung,9.0,5.0,139500.0
Seblak Ceker,9900,JJ stars,Bogor,11.0,4.9,108900.0
Sebring (seblak garing)/ kg,50000,sentosa jaya cuanki,Kab. Garut,50.0,5.0,2500000.0
Seblak Bapper Pedas Hot Spicy,17000,Pay One,Surabaya,20.0,4.9,340000.0
cuanki CIPET MINI isi 100pcs toping Baso aci cuanki seblak by LAHA (bi,27440,lahawelah,Kab. Garut,13.0,5.0,356720.0
SEBLAK INSTAN BASO ACI MIE ENAK,5500,Cemilan-Ce,Kab. Sidoarjo,50.0,5.0,275000.0
"CEMILAN PEDAS CEUNAH UKURAN 500GR ( BASRENG, SEBLAK, MAKARONI, DLL )",42000,CEUNAH ( cemilan ngeunah ),Tangerang Selatan,14.0,5.0,588000.0
cemilan SEBLAK KARI PEDAS 65gr,4500,oke snack,Jakarta Selatan,250.0,,1125000.0
Seblak Instan LALA komplit rasa mantap ngeunah raos pisan khas Bandung,59999,Seblak carla,Tangerang,100.0,5.0,5999900.0
Batagor Kering Tahu 1 Bungkus Cuanki Bakso Seblak Baso,6500,Celikafood,Bandung,100.0,5.0,650000.0
kerupuk seblak kencur pedas buat camilan cemilan atau lauk,15000,arlano,Surakarta,13.0,5.0,195000.0
Ublak (seblak instan),24000,Keripik Syaiton,Bandung,100.0,5.0,2400000.0
SEBLAK JELETET MURNI (AJAHH) re4dy,30000,sukajayghj,Jakarta Utara,,,
seblak kerupuk bawang pedas daun jeruk 100 gram gurih renyah,6500,Seblak.Dede 02,Kab. Bandung,50.0,4.9,325000.0
Kerupuk Rambak Sapi Seven Snack,15000,Pisang Goreng Madu Bu Nanik,Jakarta Barat,1000.0,4.9,15000000.0
Kerupuk Keriting Palembang,28000,Pisang Goreng Madu Bu Nanik,Jakarta Barat,1000.0,4.9,28000000.0
Batagor Kering Sari Roso,26000,Pisang Goreng Madu Bu Nanik,Jakarta Barat,100.0,4.7,2600000.0
Stick / stik otak-otak Bu Nanik,10000,Pisang Goreng Madu Bu Nanik,Jakarta Barat,750.0,4.7,7500000.0
Kerupuk Ikan Tanggiri,17000,Pisang Goreng Madu Bu Nanik,Jakarta Barat,1000.0,4.9,17000000.0
